,LLUVIA_Aitzu-Urola,NIVEL_RIO_Aitzu-Urola,CAUDAL_RIO_Aitzu-Urola,LLUVIA_Aitzu,NIVEL_RIO_Aitzu,CAUDAL_RIO_Aitzu,LLUVIA_Aizarnazabal,NIVEL_RIO_Aizarnazabal,CAUDAL_RIO_Aizarnazabal,LLUVIA_Antzuola,LLUVIA_Arantzazu,LLUVIA_Araotz,LLUVIA_Arkaka,LLUVIA_Barrendiola,NIVEL_RIO_Barrendiola,CAUDAL_RIO_Barrendiola,LLUVIA_Barrendiola_Pluviometro,LLUVIA_Elosua,LLUVIA_Erdoizta,LLUVIA_Ibaieder,NIVEL_RIO_Ibaieder,CAUDAL_RIO_Ibaieder,LLUVIA_Lareo,LLUVIA_Lastur,LLUVIA_Laurgain,LLUVIA_Matxinbenta,NIVEL_RIO_Matxinbenta,CAUDAL_RIO_Matxinbenta,LLUVIA_Troya,LLUVIA_zumarraga,LLUVIA_azpeitia,LLUVIA_legazpi,LLUVIA_ACUMULADA centrada 12
2006-03-10 10:00:00,0.0,0.403,3.381,0.0,0.403,3.381,0.0,0.696,12.7487,,,0.0,0.0,0.0,0.28,0.1984,,0.0,0.0,0.0,0.334,2.012,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,1.000000000000002
2006-03-10 11:00:00,0.0,0.398,3.2736,0.0,0.398,3.2736,0.0,0.692,12.5616,,,0.0,0.0,0.0,0.27,0.1875,,0.0,0.0,0.0,0.332,1.9818,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,1.1000000000000019
2006-03-10 12:00:00,0.0,0.394,3.189,0.0,0.394,3.189,0.0,0.694,12.655,,,0.0,0.0,0.0,0.27,0.1875,,0.0,0.0,0.0,0.33,1.9519,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,1.400000000000002
2006-03-10 13:00:00,0.0,0.386,3.0234,0.0,0.386,3.0234,0.0,0.692,12.5616,,,0.0,0.0,0.0,0.27,0.1875,,0.0,0.0,0.0,0.33,1.9519,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,1.6000000000000019
2006-03-10 14:00:00,0.6,0.388,3.0643,0.6,0.388,3.0643,0.2,0.694,12.655,,,0.0,0.0,0.0,0.27,0.1875,,0.4,0.0,0.4,0.33,1.9519,0.0,0.2,0.0,0.6,0.26,0.5316,,,,,2.200000000000002
2006-03-10 16:00:00,0.2,0.453,4.5464,0.2,0.453,4.5464,0.2,0.696,12.7487,,,0.2,0.2,0.2,0.31,0.2323,,0.4,0.0,0.2,0.342,2.1354,0.4,0.2,0.2,0.2,0.28,0.641,,,,,3.0000000000000018
2006-03-10 20:00:00,0.4,0.616,9.4113,0.4,0.616,9.4113,0.1,0.798,18.0772,,,0.3,0.4,0.4,0.57,0.5971,,0.4,0.0,0.3,0.456,4.4377,0.2,0.2,0.2,0.6,0.41,1.6641,,,,,4.600000000000002
2006-03-13 03:00:00,0.0,0.593,8.632,0.0,0.593,8.632,0.0,1.186,47.0501,,,0.0,0.0,0.0,0.45,0.4139,,0.0,0.0,0.0,0.696,12.1473,0.0,0.0,0.0,0.0,0.41,1.6641,0.0,,,,0.0
2006-03-13 04:00:00,0.0,0.586,8.4007,0.0,0.586,8.4007,0.0,1.173,45.8895,,,0.0,0.0,0.0,0.43,0.3857,,0.0,0.0,0.0,0.688,11.841,0.0,0.0,0.0,0.0,0.4,1.5655,0.0,,,,0.0
2006-03-13 05:00:00,0.0,0.577,8.1074,0.0,0.577,8.1074,0.0,1.154,44.2141,,,0.0,0.0,0.0,0.43,0.3857,,0.0,0.0,0.0,0.679,11.5002,0.0,0.0,0.0,0.0,0.4,1.5655,0.0,,,,0.0
2006-03-13 06:00:00,0.0,0.57,7.8824,0.0,0.57,7.8824,0.0,1.145,43.4292,,,0.0,0.0,0.0,0.41,0.3583,,0.0,0.0,0.0,0.666,11.0152,0.0,0.0,0.0,0.0,0.39,1.4703,0.0,,,,0.0
2006-03-13 07:00:00,0.0,0.56,7.5659,0.0,0.56,7.5659,0.0,1.126,41.7908,,,0.0,0.0,0.0,0.41,0.3583,,0.0,0.0,0.0,0.658,10.721,0.0,0.0,0.0,0.0,0.39,1.4703,0.0,,,,0.0
2006-03-13 08:00:00,0.0,0.554,7.3787,0.0,0.554,7.3787,0.0,1.116,40.9388,,,0.0,0.0,0.0,0.4,0.3448,,0.0,0.0,0.0,0.714,12.8482,0.0,0.0,0.0,0.0,0.38,1.3784,0.0,,,,0.0
2006-03-13 09:00:00,0.0,0.548,7.1936,0.0,0.548,7.1936,0.0,1.103,39.842,,,0.0,0.0,0.0,0.39,0.3316,,0.0,0.0,0.0,0.765,14.92,0.0,0.0,0.0,0.0,0.38,1.3784,0.0,,,,0.0
2006-03-13 10:00:00,0.0,0.538,6.8896,0.0,0.538,6.8896,0.0,1.123,41.5345,,,0.0,0.0,0.0,0.38,0.3185,,0.0,0.0,0.0,0.74,13.8886,0.0,0.0,0.0,0.0,0.37,1.2899,0.0,,,,0.0
2006-03-13 11:00:00,0.0,0.533,6.7399,0.0,0.533,6.7399,0.0,1.127,41.8764,,,0.0,0.0,0.0,0.37,0.3056,,0.0,0.0,0.0,0.714,12.8482,0.0,0.0,0.0,0.2,0.37,1.2899,0.0,,,,0.0
2006-03-13 12:00:00,0.0,0.525,6.5033,0.0,0.525,6.5033,0.0,1.11,40.4311,,,0.0,0.0,0.0,0.36,0.2929,,0.2,0.0,0.0,0.696,12.1473,0.0,0.0,0.0,0.0,0.37,1.2899,0.0,,,,0.0
2006-03-13 13:00:00,0.0,0.518,6.2993,0.0,0.518,6.2993,0.0,1.091,38.8406,,0.0,0.0,0.0,0.0,0.36,0.2929,,0.0,0.0,0.0,0.684,11.689,0.0,0.0,0.0,0.0,0.36,1.2047,0.0,,,,0.0
2006-03-13 14:00:00,0.0,0.511,6.0983,0.0,0.511,6.0983,0.0,1.08,37.9319,,0.0,0.0,0.0,0.0,0.35,0.2804,,0.0,0.0,0.0,0.678,11.4626,0.0,0.0,0.0,0.0,0.36,1.2047,0.0,,,,0.0
2006-03-13 15:00:00,0.0,0.506,5.9565,0.0,0.506,5.9565,0.0,1.066,36.7886,,0.0,0.0,0.0,0.0,0.34,0.2681,,0.0,0.0,0.0,0.671,11.2008,0.0,0.0,0.0,0.0,0.35,1.1229,0.0,,,,0.0
2006-03-13 16:00:00,0.0,0.502,5.8441,0.0,0.502,5.8441,0.0,1.058,36.142,,0.0,0.0,0.0,0.0,0.34,0.2681,,0.0,0.0,0.0,0.668,11.0893,0.0,0.0,0.0,0.0,0.35,1.1229,0.0,,,,0.0
2006-03-13 17:00:00,0.0,0.496,5.6773,0.0,0.496,5.6773,0.0,1.047,35.261,,0.0,0.0,0.0,0.0,0.33,0.2559,,0.0,0.0,0.0,0.666,11.0152,0.0,0.0,0.0,0.0,0.35,1.1229,0.0,,,,0.0
2006-03-13 18:00:00,0.0,0.49,5.5127,0.0,0.49,5.5127,0.0,1.038,34.5471,,0.0,0.0,0.0,0.0,0.32,0.244,,0.0,0.0,0.0,0.662,10.8677,0.0,0.0,0.0,0.0,0.34,1.0444,0.0,,,,0.0
2006-03-13 19:00:00,0.0,0.484,5.3503,0.0,0.484,5.3503,0.0,1.034,34.2319,,0.0,0.0,0.0,0.0,0.32,0.244,,0.0,0.0,0.0,0.662,10.8677,0.0,0.0,0.0,0.0,0.34,1.0444,0.0,,,,0.0
2006-03-13 20:00:00,0.0,0.48,5.2432,0.0,0.48,5.2432,0.0,1.022,33.2939,,0.0,0.0,0.0,0.0,0.31,0.2323,,0.0,0.0,0.0,0.66,10.7943,0.0,0.0,0.0,0.0,0.34,1.0444,0.0,,,,0.0
2006-03-13 21:00:00,0.0,0.474,5.0845,0.0,0.474,5.0845,0.0,1.018,32.9837,,0.0,0.0,0.0,0.0,0.3,0.2208,,0.0,0.0,0.0,0.656,10.648,0.0,0.0,0.0,0.0,0.33,0.9691,0.0,,,,0.0
2006-03-13 22:00:00,0.0,0.472,5.0321,0.0,0.472,5.0321,0.0,1.008,32.2141,,0.0,0.0,0.0,0.0,0.3,0.2208,,0.0,0.0,0.0,0.652,10.5025,0.0,0.0,0.0,0.0,0.33,0.9691,0.0,,,,0.0
2006-03-13 23:00:00,0.0,0.465,4.8505,0.0,0.465,4.8505,0.0,1.002,31.7562,,0.0,0.0,0.0,0.0,0.29,0.2095,,0.0,0.0,0.0,0.65,10.4301,0.0,0.0,0.0,0.0,0.33,0.9691,0.0,,,,0.0
2006-03-14 00:00:00,0.0,0.458,4.672,0.0,0.458,4.672,0.0,0.996,31.3013,,0.0,0.0,0.0,0.0,0.29,0.2095,,0.0,0.0,0.0,0.648,10.3579,0.0,0.0,0.0,0.0,0.32,0.8971,0.0,,,,0.0
2006-03-14 01:00:00,0.0,0.455,4.5965,0.0,0.455,4.5965,0.0,0.988,30.6993,,0.0,0.0,0.0,0.0,0.29,0.2095,,0.0,0.0,0.0,0.645,10.25,0.0,0.0,0.0,0.0,0.32,0.8971,0.0,,,,0.0
2006-03-14 02:00:00,0.0,0.452,4.5215,0.0,0.452,4.5215,0.0,0.984,30.4003,,0.0,0.0,0.0,0.0,0.28,0.1984,,0.0,0.0,0.0,0.644,10.2141,0.0,0.0,0.0,0.0,0.32,0.8971,0.0,,,,0.0
2006-03-14 03:00:00,0.0,0.45,4.4718,0.0,0.45,4.4718,0.0,0.977,29.8803,,0.0,0.0,0.0,0.0,0.28,0.1984,,0.0,0.0,0.0,0.642,10.1425,0.0,0.0,0.0,0.0,0.32,0.8971,0.0,,,,0.0
2006-03-14 04:00:00,0.0,0.446,4.3732,0.0,0.446,4.3732,0.0,0.968,29.2179,,0.0,0.0,0.0,0.0,0.27,0.1875,,0.0,0.0,0.0,0.64,10.0711,0.0,0.0,0.0,0.0,0.31,0.8283,0.0,,,,0.0
2006-03-14 05:00:00,0.0,0.442,4.2756,0.0,0.442,4.2756,0.0,0.967,29.1447,,0.0,0.0,0.0,0.0,0.27,0.1875,,0.0,0.0,0.0,0.638,9.9999,0.0,0.0,0.0,0.0,0.31,0.8283,0.0,,,,0.0
2006-03-14 06:00:00,0.0,0.438,4.1791,0.0,0.438,4.1791,0.0,0.956,28.3453,,0.0,0.0,0.0,0.0,0.27,0.1875,,0.0,0.0,0.0,0.638,9.9999,0.0,0.0,0.0,0.0,0.31,0.8283,0.0,,,,0.0
2006-03-14 07:00:00,0.0,0.434,4.0835,0.0,0.434,4.0835,0.0,0.954,28.2011,,0.0,0.0,0.0,0.0,0.26,0.1769,,0.0,0.0,0.0,0.632,9.7876,0.0,0.0,0.0,0.0,0.31,0.8283,0.0,,,,0.0
2006-03-14 08:00:00,0.0,0.432,4.0361,0.0,0.432,4.0361,0.0,0.949,27.8421,,0.0,0.0,0.0,0.0,0.26,0.1769,,0.0,0.0,0.0,0.631,9.7524,0.0,0.0,0.0,0.0,0.3,0.7627,0.0,,,,0.0
2006-03-14 09:00:00,0.0,0.432,4.0361,0.0,0.432,4.0361,0.0,0.948,27.7705,,0.0,0.0,0.0,0.0,0.26,0.1769,,0.0,0.0,0.0,0.565,7.5468,0.0,0.0,0.0,0.0,0.3,0.7627,0.0,,,,0.0
2006-03-14 10:00:00,0.0,0.429,3.9657,0.0,0.429,3.9657,0.0,0.938,27.0599,,0.0,0.0,0.0,0.0,0.25,0.1664,,0.0,0.0,0.0,0.415,3.4792,0.0,0.0,0.0,0.0,0.3,0.7627,0.0,,,,0.0
2006-03-14 11:00:00,0.0,0.426,3.8962,0.0,0.426,3.8962,0.0,0.926,26.2188,,0.0,0.0,0.0,0.0,0.25,0.1664,,0.0,0.0,0.0,0.404,3.2507,0.0,0.0,0.0,0.0,0.3,0.7627,0.0,,,,0.0
2006-03-14 12:00:00,0.0,0.423,3.8272,0.0,0.423,3.8272,0.0,0.862,21.9536,,0.0,0.0,0.0,0.0,0.25,0.1664,,0.0,0.0,0.0,0.4,3.1699,0.0,0.0,0.0,0.0,0.31,0.8283,0.0,,,,0.0
2006-03-14 13:00:00,0.0,0.419,3.7359,0.0,0.419,3.7359,0.0,0.846,20.9472,,0.0,0.0,0.0,0.0,0.24,0.1562,,0.0,0.0,0.0,0.399,3.1499,0.0,0.0,0.0,0.0,0.31,0.8283,,,,,0.0
2006-03-14 14:00:00,0.0,0.412,3.5786,0.0,0.412,3.5786,0.0,0.842,20.6995,,0.0,0.0,0.0,0.0,0.24,0.1562,,0.0,0.0,0.0,0.386,2.8971,0.0,0.0,0.0,0.0,0.31,0.8283,,,,,0.0
2006-03-14 15:00:00,0.0,0.414,3.6232,0.0,0.414,3.6232,0.0,0.836,20.3307,,0.0,0.0,0.0,0.0,0.24,0.1562,,0.0,0.0,0.0,0.386,2.8971,0.0,0.0,0.0,0.0,0.31,0.8283,,,,,0.0
2006-03-14 16:00:00,0.0,0.414,3.6232,0.0,0.414,3.6232,0.0,0.83,19.9655,,0.0,0.0,0.0,0.0,0.24,0.1562,,0.0,0.0,0.0,0.384,2.8594,0.0,0.0,0.0,0.0,0.31,0.8283,,,,,0.0
2006-03-14 17:00:00,0.0,0.408,3.4901,0.0,0.408,3.4901,0.0,0.826,19.7239,,0.0,0.0,0.0,0.0,0.23,0.1463,,0.0,0.0,0.0,0.38,2.7848,0.0,0.0,0.0,0.0,0.31,0.8283,,,,,0.0
2006-03-14 18:00:00,0.0,0.408,3.4901,0.0,0.408,3.4901,0.0,0.818,19.2455,,0.0,0.0,0.0,0.0,0.23,0.1463,,0.0,0.0,0.0,0.38,2.7848,0.0,0.0,0.0,0.0,0.31,0.8283,,,,,0.0
2006-03-14 19:00:00,0.0,0.406,3.4463,0.0,0.406,3.4463,0.0,0.816,19.1269,,0.0,0.0,0.0,0.0,0.23,0.1463,,0.0,0.0,0.0,0.484,5.17,0.0,0.0,0.0,0.0,0.3,0.7627,,,,,0.0
2006-03-14 20:00:00,0.0,0.404,3.4027,0.0,0.404,3.4027,0.0,0.809,18.7148,,0.0,0.0,0.0,0.0,0.23,0.1463,,0.0,0.0,0.0,0.508,5.8349,0.0,0.0,0.0,0.0,0.3,0.7627,,,,,0.0
2006-03-14 21:00:00,0.0,0.403,3.381,0.0,0.403,3.381,0.0,0.812,18.8908,,0.0,0.0,0.0,0.0,0.23,0.1463,,0.0,0.0,0.0,0.51,5.8918,0.0,0.0,0.0,0.0,0.3,0.7627,,,,,0.0
2006-03-14 22:00:00,0.0,0.4,3.3164,0.0,0.4,3.3164,0.0,0.843,20.7612,,0.0,0.0,0.0,0.0,0.22,0.1365,,0.0,0.0,0.0,0.51,5.8918,0.0,0.0,0.0,0.0,0.3,0.7627,,,,,0.0
2006-03-14 23:00:00,0.0,0.4,3.3164,0.0,0.4,3.3164,0.0,0.846,20.9472,,0.0,0.0,0.0,0.0,0.22,0.1365,,0.0,0.0,0.0,0.51,5.8918,0.0,0.0,0.0,0.0,0.29,0.7003,,,,,0.0
2006-03-15 00:00:00,0.0,0.396,3.2312,0.0,0.396,3.2312,0.0,0.839,20.5146,,0.0,0.0,0.0,0.0,0.22,0.1365,,0.0,0.0,0.0,0.508,5.8349,0.0,0.0,0.0,0.0,0.29,0.7003,,,,,0.0
2006-03-15 01:00:00,0.0,0.392,3.1472,0.0,0.392,3.1472,0.0,0.836,20.3307,,0.0,0.0,0.0,0.0,0.22,0.1365,,0.0,0.0,0.0,0.508,5.8349,0.0,0.0,0.0,0.0,0.29,0.7003,,,,,0.0
2006-03-15 02:00:00,0.0,0.39,3.1056,0.0,0.39,3.1056,0.0,0.835,20.2696,,0.0,0.0,0.0,0.0,0.21,0.127,,0.0,0.0,0.0,0.506,5.7782,0.0,0.0,0.0,0.0,0.29,0.7003,,,,,0.0
2006-03-15 03:00:00,0.0,0.388,3.0643,0.0,0.388,3.0643,0.0,0.828,19.8445,,0.0,0.0,0.0,0.0,0.21,0.127,,0.0,0.0,0.0,0.506,5.7782,0.0,0.0,0.0,0.0,0.29,0.7003,,,,,0.0
2006-03-15 04:00:00,0.0,0.382,2.9424,0.0,0.382,2.9424,0.0,0.828,19.8445,,0.0,0.0,0.0,0.0,0.21,0.127,,0.0,0.0,0.0,0.506,5.7782,0.0,0.0,0.0,0.0,0.28,0.641,,,,,0.0
2006-03-15 05:00:00,0.0,0.38,2.9023,0.0,0.38,2.9023,0.0,0.822,19.4839,,0.0,0.0,0.0,0.0,0.21,0.127,,0.0,0.0,0.0,0.505,5.7499,0.0,0.0,0.0,0.0,0.28,0.641,,,,,0.0
2006-03-15 06:00:00,0.0,0.381,2.9223,0.0,0.381,2.9223,0.0,0.818,19.2455,,0.0,0.0,0.0,0.0,0.21,0.127,,0.0,0.0,0.0,0.504,5.7217,0.0,0.0,0.0,0.0,0.28,0.641,,,,,0.0
2006-03-15 07:00:00,0.0,0.38,2.9023,0.0,0.38,2.9023,0.0,0.817,19.1862,,0.0,0.0,0.0,0.0,0.21,0.127,,0.0,0.0,0.0,0.504,5.7217,0.0,0.0,0.0,0.0,0.28,0.641,,,,,0.0
2006-03-15 08:00:00,0.0,0.376,2.8232,0.0,0.376,2.8232,0.0,0.812,18.8908,,0.0,0.0,0.0,0.0,0.2,0.1178,,0.0,0.0,0.0,0.502,5.6655,0.0,0.0,0.0,0.0,0.28,0.641,,,,,0.0
2006-03-15 09:00:00,0.0,0.378,2.8626,0.0,0.378,2.8626,0.0,0.812,18.8908,,0.0,0.0,0.0,0.0,0.2,0.1178,,0.0,0.0,0.0,0.523,6.2675,0.0,0.0,0.0,0.0,0.28,0.641,,,,,0.0
2006-03-15 10:00:00,0.0,0.356,2.4466,0.0,0.356,2.4466,0.0,0.808,18.6564,,0.0,0.0,0.0,0.0,0.2,0.1178,,0.0,0.0,0.0,0.604,8.8219,0.0,0.0,0.0,0.0,0.28,0.641,,,,,0.0
2006-03-15 11:00:00,0.0,0.354,2.4107,0.0,0.354,2.4107,0.0,0.805,18.4816,,0.0,0.0,0.0,0.0,0.2,0.1178,,0.0,0.0,0.0,0.606,8.8895,0.0,,0.0,0.0,0.27,0.5848,,,,,0.0
2006-03-15 13:00:00,0.0,0.352,2.3752,0.0,0.352,2.3752,0.0,0.846,20.9472,,0.0,0.0,0.0,0.0,0.19,0.1088,,0.0,0.0,0.0,0.604,8.8219,0.0,0.0,0.0,0.0,0.27,0.5848,,,,,0.0
2006-03-15 14:00:00,0.0,0.35,2.3399,0.0,0.35,2.3399,0.0,0.846,20.9472,,0.0,0.0,0.0,0.0,0.19,0.1088,,0.0,0.0,0.0,0.602,8.7545,0.0,0.0,0.0,0.0,0.27,0.5848,,,,,0.0
2006-03-15 15:00:00,0.0,0.344,2.2362,0.0,0.344,2.2362,0.0,0.838,20.4532,,0.0,0.0,0.0,0.0,0.19,0.1088,,0.0,0.0,0.0,0.602,8.7545,0.0,0.0,0.0,0.0,0.27,0.5848,,,,,0.0
2006-03-15 16:00:00,0.0,0.34,2.1687,0.0,0.34,2.1687,0.0,0.842,20.6995,,0.0,0.0,0.0,0.0,0.19,0.1088,,0.0,0.0,0.0,0.602,8.7545,0.0,0.0,0.0,0.0,0.27,0.5848,,,,,0.0
2006-03-15 17:00:00,0.0,0.341,2.1855,0.0,0.341,2.1855,0.0,0.836,20.3307,,0.0,0.0,0.0,0.0,0.19,0.1088,,0.0,0.0,0.0,0.602,8.7545,0.0,0.0,0.0,0.0,0.27,0.5848,,,,,0.0
2006-03-15 18:00:00,0.0,0.34,2.1687,0.0,0.34,2.1687,0.0,0.834,20.2086,,0.0,0.0,0.0,0.0,0.19,0.1088,,0.0,0.0,0.0,0.602,8.7545,0.0,0.0,0.0,0.0,0.27,0.5848,,,,,0.0
2006-03-15 19:00:00,0.0,0.338,2.1355,0.0,0.338,2.1355,0.0,0.834,20.2086,,0.0,0.0,0.0,0.0,0.19,0.1088,,0.0,0.0,0.0,0.602,8.7545,0.0,0.0,0.0,0.0,0.27,0.5848,,,,,0.0
2006-03-15 20:00:00,0.0,0.338,2.1355,0.0,0.338,2.1355,0.0,0.829,19.9049,,0.0,0.0,0.0,0.0,0.19,0.1088,,0.0,0.0,0.0,0.602,8.7545,0.0,0.0,0.0,0.0,0.26,0.5316,,,,,0.0
2006-03-15 21:00:00,0.0,0.336,2.1025,0.0,0.336,2.1025,0.0,0.83,19.9655,,0.0,0.0,0.0,0.0,0.18,0.1,,0.0,0.0,0.0,0.601,8.7209,0.0,0.0,0.0,0.0,0.26,0.5316,,,,,0.0
2006-03-15 22:00:00,0.0,0.334,2.0699,0.0,0.334,2.0699,0.0,0.826,19.7239,,0.0,0.0,0.0,0.0,0.18,0.1,,0.0,0.0,0.0,0.6,8.6874,0.0,0.0,0.0,0.0,0.26,0.5316,,,,,0.0
2006-03-15 23:00:00,0.0,0.33,2.0057,0.0,0.33,2.0057,0.0,0.825,19.6638,,0.0,0.0,0.0,0.0,0.18,0.1,,0.0,0.0,0.0,0.6,8.6874,0.0,0.0,0.0,0.0,0.26,0.5316,,,,,0.0
2006-03-16 00:00:00,0.0,0.328,1.9741,0.0,0.328,1.9741,0.0,0.824,19.6037,,0.0,0.0,0.0,0.0,0.18,0.1,,0.0,0.0,0.0,0.6,8.6874,0.0,0.0,0.0,0.0,0.26,0.5316,,,,,0.0
2006-03-16 01:00:00,0.0,0.326,1.9428,0.0,0.326,1.9428,0.0,0.818,19.2455,,0.0,0.0,0.0,0.0,0.18,0.1,,0.0,0.0,0.0,0.6,8.6874,0.0,0.0,0.0,0.0,0.26,0.5316,,,,,0.0
2006-03-16 02:00:00,0.0,0.32,1.8508,0.0,0.32,1.8508,0.0,0.82,19.3645,,0.0,0.0,0.0,0.0,0.18,0.1,,0.0,0.0,0.0,0.598,8.6204,0.0,0.0,0.0,0.0,0.26,0.5316,,,,,0.0
2006-03-16 03:00:00,0.0,0.324,1.9118,0.0,0.324,1.9118,0.0,0.815,19.0677,,0.0,0.0,0.0,0.0,0.18,0.1,,0.0,0.0,0.0,0.598,8.6204,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 04:00:00,0.0,0.321,1.8659,0.0,0.321,1.8659,0.0,0.814,19.0087,,0.0,0.0,0.0,0.0,0.18,0.1,,0.0,0.0,0.0,0.598,8.6204,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 05:00:00,0.0,0.322,1.8811,0.0,0.322,1.8811,0.0,0.813,18.9497,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.596,8.5537,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 06:00:00,0.0,0.32,1.8508,0.0,0.32,1.8508,0.0,0.808,18.6564,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.596,8.5537,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 07:00:00,0.0,0.318,1.8207,0.0,0.318,1.8207,0.0,0.81,18.7734,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.594,8.4871,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 08:00:00,0.0,0.322,1.8811,0.0,0.322,1.8811,0.0,0.802,18.3077,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.592,8.4208,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 09:00:00,0.0,0.32,1.8508,0.0,0.32,1.8508,0.0,0.806,18.5397,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.57,7.7056,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 10:00:00,0.0,0.32,1.8508,0.0,0.32,1.8508,0.0,0.8,18.1922,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.362,2.464,0.0,0.0,0.0,0.0,0.24,0.4343,,,,,0.0
2006-03-16 11:00:00,0.0,0.318,1.8207,0.0,0.318,1.8207,0.0,0.798,18.0772,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.329,1.9371,0.0,0.0,0.0,0.0,0.24,0.4343,,,,,0.0
2006-03-16 12:00:00,0.0,0.316,1.791,0.0,0.316,1.791,0.0,0.749,15.3844,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.322,1.8352,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 13:00:00,0.0,0.316,1.791,0.0,0.316,1.791,0.0,0.696,12.7487,,0.0,0.0,0.0,0.0,0.17,0.0915,,0.0,0.0,0.0,0.32,1.8067,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
2006-03-16 14:00:00,0.0,0.316,1.791,0.0,0.316,1.791,0.0,0.686,12.2841,,0.0,0.0,0.0,0.0,0.16,0.0833,,0.0,0.0,0.0,0.318,1.7784,0.0,0.0,0.0,0.0,0.25,0.4814,,,,,0.0
